elapsed_s,current_a,recorded_duration_s
1.687828,+0.014652,1.687828
1.690315,+0.014652,1.690315
1.693392,+0.014652,1.693392
1.696357,+0.008791,1.696357
1.698840,+0.008791,1.698840
1.701790,+0.002930,1.701790
1.705000,+0.008791,1.705000
1.708018,+0.014652,1.708018
1.710371,+0.014652,1.710371
1.713365,+0.014652,1.713365
1.716316,+0.014652,1.716316
1.718877,+0.014652,1.718877
1.721976,+0.008791,1.721976
1.730371,+0.008791,1.730371
1.733767,+0.008791,1.733767
1.736456,+0.014652,1.736456
1.738866,+0.014652,1.738866
1.741900,+0.014652,1.741900
1.744891,+0.014652,1.744891
1.748060,+0.014652,1.748060
1.750549,+0.014652,1.750549
1.753458,+0.014652,1.753458
1.756424,+0.014652,1.756424
1.758932,+0.008791,1.758932
1.762143,+0.008791,1.762143
1.764707,+0.014652,1.764707
1.767671,+0.008791,1.767671
1.770158,+0.008791,1.770158
1.773235,+0.008791,1.773235
1.776356,+0.014652,1.776356
1.778719,+0.008791,1.778719
1.781198,+0.008791,1.781198
1.784249,+0.008791,1.784249
1.787356,+0.008791,1.787356
1.790269,+0.008791,1.790269
1.793196,+0.008791,1.793196
1.796242,+0.014652,1.796242
1.798719,+0.008791,1.798719
1.802031,+0.008791,1.802031
1.804754,+0.008791,1.804754
1.807722,+0.008791,1.807722
1.810248,+0.008791,1.810248
1.813391,+0.014652,1.813391
1.816359,+0.014652,1.816359
1.818775,+0.014652,1.818775
1.821794,+0.014652,1.821794
1.824759,+0.014652,1.824759
1.833386,+0.008791,1.833386
1.836328,+0.014652,1.836328
1.838832,+0.008791,1.838832
1.842107,+0.014652,1.842107
1.844818,+0.014652,1.844818
1.847902,+0.014652,1.847902
1.850364,+0.014652,1.850364
1.853490,+0.008791,1.853490
1.856386,+0.008791,1.856386
1.859097,+0.008791,1.859097
1.861845,+0.014652,1.861845
1.865027,+0.014652,1.865027
1.868113,+0.014652,1.868113
1.870902,+0.008791,1.870902
1.873880,+0.008791,1.873880
1.876875,+0.008791,1.876875
1.879982,+0.008791,1.879982
1.882932,+0.008791,1.882932
1.885867,+0.014652,1.885867
1.888894,+0.008791,1.888894
1.891368,+0.008791,1.891368
1.894481,+0.008791,1.894481
1.897048,+0.008791,1.897048
1.899968,+0.014652,1.899968
1.903066,+0.008791,1.903066
1.905911,+0.014652,1.905911
1.909077,+0.014652,1.909077
1.911924,+0.008791,1.911924
1.914872,+0.008791,1.914872
1.917881,+0.014652,1.917881
1.920514,+0.014652,1.920514
1.923468,+0.014652,1.923468
1.926402,+0.014652,1.926402
1.935051,+0.014652,1.935051
1.937945,+0.008791,1.937945
1.940451,+0.014652,1.940451
1.943444,+0.008791,1.943444
1.946518,+0.008791,1.946518
1.949313,+0.014652,1.949313
1.952130,+0.014652,1.952130
1.955058,+0.014652,1.955058
1.958009,+0.014652,1.958009
1.960664,+0.014652,1.960664
1.963773,+0.020513,1.963773
1.966576,+0.014652,1.966576
1.969003,+0.014652,1.969003
1.971989,+0.014652,1.971989
1.975210,+0.014652,1.975210
1.978006,+0.014652,1.978006
1.980715,+0.008791,1.980715
1.983495,+0.008791,1.983495
1.986577,+0.008791,1.986577
1.989183,+0.008791,1.989183
1.992051,+0.008791,1.992051
1.995035,+0.008791,1.995035
1.997532,+0.014652,1.997532
2.000095,+0.014652,2.000095
2.003125,+0.008791,2.003125
2.006049,+0.008791,2.006049
2.009083,+0.014652,2.009083
2.012130,+0.014652,2.012130
2.015220,+0.014652,2.015220
2.018102,+0.008791,2.018102
2.020720,+0.008791,2.020720
2.023617,+0.014652,2.023617
2.027009,+0.008791,2.027009
2.036127,+0.008791,2.036127
2.038693,+0.008791,2.038693
2.041261,+0.008791,2.041261
2.044222,+0.008791,2.044222
2.047269,+0.008791,2.047269
2.050182,+0.008791,2.050182
2.053294,+0.014652,2.053294
2.056239,+0.014652,2.056239
2.058740,+0.014652,2.058740
2.061197,+0.014652,2.061197
2.064213,+0.008791,2.064213
2.067369,+0.008791,2.067369
2.070275,+0.008791,2.070275
2.073239,+0.008791,2.073239
2.076264,+0.008791,2.076264
2.078856,+0.008791,2.078856
2.081385,+0.008791,2.081385
2.084241,+0.008791,2.084241
2.087373,+0.014652,2.087373
2.090246,+0.014652,2.090246
2.093330,+0.014652,2.093330
2.096303,+0.014652,2.096303
2.098752,+0.014652,2.098752
2.101781,+0.014652,2.101781
2.104757,+0.014652,2.104757
2.107941,+0.008791,2.107941
2.110390,+0.008791,2.110390
2.113300,+0.008791,2.113300
2.116269,+0.008791,2.116269
2.118956,+0.008791,2.118956
2.121976,+0.008791,2.121976
2.124835,+0.014652,2.124835
2.127808,+0.008791,2.127808
2.136401,+0.008791,2.136401
2.138842,+0.008791,2.138842
2.141910,+0.014652,2.141910
2.144844,+0.008791,2.144844
2.148009,+0.014652,2.148009
2.150393,+0.008791,2.150393
2.153330,+0.008791,2.153330
2.156364,+0.008791,2.156364
2.158853,+0.008791,2.158853
2.161978,+0.014652,2.161978
2.164847,+0.008791,2.164847
2.167897,+0.008791,2.167897
2.170342,+0.008791,2.170342
2.173596,+0.008791,2.173596
2.176458,+0.008791,2.176458
2.178911,+0.008791,2.178911
2.182147,+0.014652,2.182147
2.184944,+0.014652,2.184944
2.188205,+0.014652,2.188205
